id,competence_id,category_id,account_id,description,due_date,type,mode,value,installment_number,installment_total,status,recurring_transaction_id
1c32955e-0c35-56d4-92a0-4b456c623406,fd5e1917-e11a-5e62-b4f7-4c5207578164,796f9c5a-4466-57f5-8e65-b7dd43b62550,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Coop,2020-09-26,Despesa,unico,105.90,,,Pago,
c1d010fc-ea14-58ed-a837-83802094d214,fd5e1917-e11a-5e62-b4f7-4c5207578164,e44e6c35-dc8f-5410-ad7b-bafc54670f02,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Dinho,2020-09-30,Receita,unico,835.00,,,Recebido,
2fd43f58-77fa-503e-8deb-f10ba094c7c9,fd5e1917-e11a-5e62-b4f7-4c5207578164,bb431d16-7647-53c4-ba05-36cea76f0588,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Taxa de Limpeza,2020-09-22,Receita,unico,200.00,,,Recebido,
b5278004-54b5-525f-acd8-9cdf0cb646b9,fd5e1917-e11a-5e62-b4f7-4c5207578164,b6352ae1-79ac-5ec3-8f1c-38392e1002ad,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Sei lá,2020-09-22,Despesa,unico,5.99,,,Pago,
81792a41-148a-5646-8f14-74c75483d4fc,fd5e1917-e11a-5e62-b4f7-4c5207578164,0be220c4-ef76-5984-b1cb-c67c54727eba,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Peças 1/3,2020-09-30,Despesa,parcelado,157.84,1,3,Pago,
46777083-4842-5c20-b7f7-a1ff80def7e6,d5e7f79e-0135-5dea-8aaa-b317219fef2f,0be220c4-ef76-5984-b1cb-c67c54727eba,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Peças 2/3,2020-10-30,Despesa,parcelado,157.83,2,3,Pago,
150e9bbe-f3f6-5ca0-9ea3-4b7a19b9529f,c078550d-1087-528b-b1ba-442748e3b26e,0be220c4-ef76-5984-b1cb-c67c54727eba,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Peças 3/3,2020-11-30,Despesa,parcelado,157.83,3,3,Pago,
99397845-e178-57c8-bc5d-9dab018b435f,fd5e1917-e11a-5e62-b4f7-4c5207578164,b2f9cd0f-cd89-5974-884f-10497e05861c,6f173e4b-5f49-5601-bd75-e7e30a563c96,Rango,2020-09-30,Despesa,unico,34.00,,,Pago,
5605c8a7-64c1-5993-87df-77f8521f6ac8,d5e7f79e-0135-5dea-8aaa-b317219fef2f,2f93b210-3ea6-530f-be81-74390ff813e6,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Sorvetes,2020-10-01,Despesa,unico,18.50,,,Pago,
fd35ff2d-787d-5e51-a099-d7c12635c242,d5e7f79e-0135-5dea-8aaa-b317219fef2f,96b3e1bf-00d1-5a5f-a779-211539fc7628,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Torres,2020-10-01,Despesa,unico,109.84,,,Pago,
07cb807e-446c-54c6-a019-641ca0158656,d5e7f79e-0135-5dea-8aaa-b317219fef2f,23f6854c-b99d-5a48-b870-bcd64073330b,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Gasolina,2020-10-01,Despesa,unico,216.46,,,Pago,
bbceff9e-1193-50c3-887d-5c3ee4bf7b10,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Saldo anterior,2020-10-01,Receita,unico,1189.66,,,Recebido,
1da2895a-1298-5c9a-9a9c-44b6639cb2be,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Rodrigo,2020-10-07,Receita,unico,4780.00,,,Recebido,
40e152ff-6597-595d-a7be-636362b50325,d5e7f79e-0135-5dea-8aaa-b317219fef2f,f3e57edf-0e8f-5aef-b6c1-21155c907fb6,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Tarifa Maxiconta,2020-10-03,Despesa,unico,33.90,,,Pago,
20650231-7f3b-54ac-9e89-06729a516299,d5e7f79e-0135-5dea-8aaa-b317219fef2f,395210f9-cac7-5973-84bd-8eeff1c3733e,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Pensão Gael,2020-10-10,Despesa,unico,520.00,,,Pago,
f025fc8a-7426-51fe-953a-9e80a6ddac55,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Condomínio,2020-10-10,Despesa,unico,426.56,,,Pago,
afb01f35-dd38-5b98-94e8-d6d423a32b51,d5e7f79e-0135-5dea-8aaa-b317219fef2f,35f39113-9ab1-503b-9b06-c191c8394e6e,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Pensão Isabella,2020-10-10,Despesa,unico,1000.00,,,Pago,
ab19ae4f-386c-5f44-b6af-64b80be623d4,d5e7f79e-0135-5dea-8aaa-b317219fef2f,47588b31-6300-5caf-945c-14404bc67e61,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Amil Odonto,2020-10-10,Despesa,unico,96.96,,,Pago,
dc0b4f47-2669-5694-a0f6-12c5d28313b9,d5e7f79e-0135-5dea-8aaa-b317219fef2f,6c8fb56c-c294-5f41-99ff-0a626001597d,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Prestação AP,2020-10-19,Despesa,unico,1585.68,,,Pago,
f335b345-fd75-5070-ab6e-2921d6323351,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,b9e6f67e-29a9-5746-aaf0-968723c3bb76,NET,2020-10-20,Despesa,unico,253.95,,,Pago,
9d38c691-dbcb-530e-8450-3a8ee2876b15,d5e7f79e-0135-5dea-8aaa-b317219fef2f,3b849d7f-d5f3-55c0-b6e1-8bfb63e02f37,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Netflix,2020-10-22,Despesa,unico,32.90,,,Pago,
e6474541-7b12-5725-a8b3-179897f1a23c,d5e7f79e-0135-5dea-8aaa-b317219fef2f,98cadd9b-a4cd-519b-baa4-3e9f421b8f27,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Luz,2020-10-25,Despesa,unico,229.13,,,Pago,
19c25b8f-20cf-56b1-91ac-a9a3d1d330ee,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Armário,2020-10-01,Receita,unico,4200.00,,,Recebido,
adc398f4-4130-52c0-9d7e-9b12fdca22b9,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Saldo anterior + Carteira,2020-10-01,Receita,unico,1916.24,,,Recebido,
54521343-d778-5a26-bda4-a3d437b5e06a,d5e7f79e-0135-5dea-8aaa-b317219fef2f,91ceda1f-541b-5ebd-9947-7971d754fa4f,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Pagamento,2020-10-07,Receita,unico,12215.00,,,Recebido,
633c9416-53d6-51c9-bee6-e7873a254113,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Armario + Gael 140,2020-10-31,Despesa,unico,4500.00,,,Pago,
4efff260-7600-5fe6-80eb-a91e15b1ee69,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Porto Seguro,2020-10-18,Despesa,unico,2225.13,,,Pago,
d6c66231-5c9b-5dc6-916c-e2c93663f6d3,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Santander,2020-10-18,Despesa,unico,901.34,,,Pago,
0d3b941f-340c-52e2-89e8-c214bfd3de6d,d5e7f79e-0135-5dea-8aaa-b317219fef2f,a5fe8c90-e1a3-5288-9fee-90c2670ad4c2,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Impostos + Contador + Conta,2020-10-07,Despesa,unico,833.70,,,Pago,
91912601-b9e1-5a93-9eac-c8cd95e62caf,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Cartão Ro - Acertos,2020-10-07,Despesa,unico,4862.83,,,Pago,
ecef353c-2882-54e2-ac7e-6eaf150c4073,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,PF,2020-10-07,Despesa,unico,4780.00,,,Pago,
2d6bc247-2eea-57b0-b033-3cf5719c0464,d5e7f79e-0135-5dea-8aaa-b317219fef2f,587dcd2d-255f-559a-8da4-9b3241e27eb4,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Josi,2020-10-06,Despesa,unico,200.00,,,Pago,
db70d94a-1b8d-5a6a-acc0-eaad083028a1,d5e7f79e-0135-5dea-8aaa-b317219fef2f,587dcd2d-255f-559a-8da4-9b3241e27eb4,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Josi,2020-10-21,Despesa,unico,150.00,,,Pago,
e8fa6849-5a75-5bd7-bdf3-42ba3fac91fc,d5e7f79e-0135-5dea-8aaa-b317219fef2f,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Carteira,2020-10-31,Despesa,unico,130.00,,,Pago,
77f04c1d-dde2-50ad-b02e-d81e70cdff4d,fd5e1917-e11a-5e62-b4f7-4c5207578164,7a0612eb-0544-5e1c-bb52-5c5678b2b6b3,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Feira,2020-09-26,Despesa,unico,55.00,,,Pago,
fb4f50de-ef35-5309-a2bf-91a5159df52e,fd5e1917-e11a-5e62-b4f7-4c5207578164,0be220c4-ef76-5984-b1cb-c67c54727eba,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Mecânico,2020-09-30,Despesa,unico,350.00,,,Pago,
fbd0f9ae-5593-5921-9507-374dc4490513,fd5e1917-e11a-5e62-b4f7-4c5207578164,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Lavagem,2020-09-30,Despesa,unico,30.00,,,Pago,
4ff39db2-26bd-5009-8727-3c4d4fc6a34b,d5e7f79e-0135-5dea-8aaa-b317219fef2f,47588b31-6300-5caf-945c-14404bc67e61,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Academia,2020-10-05,Despesa,unico,130.00,,,Pago,
ac3c3a66-8500-5382-b900-91680e8a4b28,d5e7f79e-0135-5dea-8aaa-b317219fef2f,44845fdc-7609-5756-a995-8c98936781c8,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Google Play,2020-10-03,Despesa,unico,23.80,,,Pago,
7d9e9814-fbd2-5723-bfe1-c26a0d7fae84,d5e7f79e-0135-5dea-8aaa-b317219fef2f,395210f9-cac7-5973-84bd-8eeff1c3733e,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Presente Gael,2020-10-03,Despesa,unico,160.51,,,Pago,
1323e543-2ee5-5477-b935-efd8d1dbbb95,d5e7f79e-0135-5dea-8aaa-b317219fef2f,06ffc9fe-e245-585a-bdd4-1f84b63111f0,6f173e4b-5f49-5601-bd75-e7e30a563c96,UOL Produtos,2020-10-01,Despesa,unico,6.42,,,Pago,
b405bc8f-7770-5864-8575-52595913d7ac,d5e7f79e-0135-5dea-8aaa-b317219fef2f,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 1/10,2020-10-06,Despesa,parcelado,76.00,1,10,Pago,
13ce703e-cf31-59c9-a348-2b179a744b59,c078550d-1087-528b-b1ba-442748e3b26e,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 2/10,2020-11-06,Despesa,parcelado,76.00,2,10,Pago,
f1c01dc7-91b4-5530-ad54-46193dc32d6a,df995c31-eca8-5c91-80a1-8b15a15b7b05,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 3/10,2020-12-06,Despesa,parcelado,76.00,3,10,Pago,
33514922-8b17-5f4a-ade3-8f35b9c35df2,d1e4536b-ab1f-534e-9b71-668f8f66f311,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 4/10,2021-01-06,Despesa,parcelado,76.00,4,10,Pago,
8717f871-9bab-55e5-8bfc-91167e395845,f100758b-d730-5915-adaa-10cafd4f745a,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 5/10,2021-02-06,Despesa,parcelado,76.00,5,10,Pago,
ab72786d-6156-5bc7-954a-6450219d8344,6ede0af4-aa6c-53d2-964f-3960137d8277,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 6/10,2021-03-06,Despesa,parcelado,76.00,6,10,Pago,
644df53f-7e6c-50d0-b339-43dd5f9c7870,c0f62bf7-1adc-5bf2-a613-67566f93c379,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 7/10,2021-04-06,Despesa,parcelado,76.00,7,10,Pago,
c09c7568-c9c5-5ede-a047-2a6a1c85d4da,c1daf541-b02b-5064-ba47-3eb6e5c00a73,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 8/10,2021-05-06,Despesa,parcelado,76.00,8,10,Pago,
cb351835-135c-58d4-b140-f6c1726ff935,ad0f6ea1-0c09-5080-a05e-aa8b6e767738,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 9/10,2021-06-06,Despesa,parcelado,76.00,9,10,Pago,
5e60df79-7221-5451-854e-28d5ba8bcaeb,33824119-36da-53ac-aaa3-b8abba667b1c,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Nespresso 10/10,2021-07-06,Despesa,parcelado,76.00,10,10,Pago,
268180ea-6dd5-5e2c-8857-35c6497d68f8,d5e7f79e-0135-5dea-8aaa-b317219fef2f,06ffc9fe-e245-585a-bdd4-1f84b63111f0,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Lindt,2020-10-06,Despesa,unico,84.31,,,Pago,
0d62932c-f3e6-5878-8bdf-958f7620138d,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b2f9cd0f-cd89-5974-884f-10497e05861c,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Casa da China,2020-10-06,Despesa,unico,4.70,,,Pago,
39daced2-992b-52f0-847d-89bef2f63e9c,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Frade Padaria,2020-10-03,Despesa,unico,34.49,,,Pago,
03e2490b-a330-5bcf-b248-501f6c863a02,d5e7f79e-0135-5dea-8aaa-b317219fef2f,c1f7952f-b22e-5325-838a-b77f72d45730,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Bubble Kill,2020-10-04,Despesa,unico,15.00,,,Pago,
c3867508-f2ad-520e-8642-a4870e4e6ebf,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Estacionamento,2020-10-04,Despesa,unico,9.00,,,Pago,
04cd4331-e18c-5dc3-b93c-e847106bafa9,d5e7f79e-0135-5dea-8aaa-b317219fef2f,35f39113-9ab1-503b-9b06-c191c8394e6e,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Isabella,2020-10-04,Despesa,unico,50.00,,,Pago,
354bdb8f-0225-591b-b940-32ebcf721f93,d5e7f79e-0135-5dea-8aaa-b317219fef2f,7a0612eb-0544-5e1c-bb52-5c5678b2b6b3,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Feira,2020-10-03,Despesa,unico,50.00,,,Pago,
328f05e5-a12f-56fa-83bc-109fe6f9ef2d,d5e7f79e-0135-5dea-8aaa-b317219fef2f,bb431d16-7647-53c4-ba05-36cea76f0588,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Boituva,2020-10-07,Despesa,unico,158.23,,,Pago,
addbc336-d98a-5551-8e94-2781f982c3d6,fd5e1917-e11a-5e62-b4f7-4c5207578164,2f93b210-3ea6-530f-be81-74390ff813e6,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Reembolso Nike,2020-09-27,Receita,unico,399.97,,,Recebido,
5d5b48ae-971e-5d73-9e70-9401c5653903,d5e7f79e-0135-5dea-8aaa-b317219fef2f,796f9c5a-4466-57f5-8e65-b7dd43b62550,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Maxxi,2020-10-09,Despesa,unico,609.45,,,Pago,
54348088-ce41-51dc-9b88-fdb2c0091f57,d5e7f79e-0135-5dea-8aaa-b317219fef2f,bb431d16-7647-53c4-ba05-36cea76f0588,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Casa Boituva,2020-10-12,Receita,unico,1488.00,,,Recebido,
4f348e9c-ac33-57b2-ba72-89a1ac954de1,d5e7f79e-0135-5dea-8aaa-b317219fef2f,96b3e1bf-00d1-5a5f-a779-211539fc7628,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Torres,2020-10-15,Despesa,unico,205.89,,,Pago,
5672dff1-c57e-5d34-8491-1a49d045ad9e,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Estacionamento e pedágio,2020-10-15,Despesa,unico,15.00,,,Pago,
b67f43a6-7960-5bb5-b21c-b62e2fa8ae41,d5e7f79e-0135-5dea-8aaa-b317219fef2f,35f39113-9ab1-503b-9b06-c191c8394e6e,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Renner 1/3,2020-10-15,Despesa,parcelado,183.18,1,3,Pago,
f6738388-1303-5b7c-a8a1-d86ec1c9eaf5,c078550d-1087-528b-b1ba-442748e3b26e,35f39113-9ab1-503b-9b06-c191c8394e6e,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Renner 2/3,2020-11-15,Despesa,parcelado,183.18,2,3,Pago,
6174951f-23a2-5f6f-9f9f-c824603dc9e3,df995c31-eca8-5c91-80a1-8b15a15b7b05,35f39113-9ab1-503b-9b06-c191c8394e6e,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Renner 3/3,2020-12-15,Despesa,parcelado,183.16,3,3,Pago,
cb670438-47de-57d3-8b09-f858aa1501e2,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b2f9cd0f-cd89-5974-884f-10497e05861c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Donuts,2020-10-17,Despesa,unico,37.00,,,Pago,
6b6529aa-cfc3-579b-9c8e-b9558b8dbd55,d5e7f79e-0135-5dea-8aaa-b317219fef2f,2f93b210-3ea6-530f-be81-74390ff813e6,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Drogasil,2020-10-18,Despesa,unico,34.17,,,Pago,
a362b3ef-6b39-52a5-a24c-239184542b4d,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Poupatempo,2020-10-16,Despesa,unico,91.11,,,Pago,
26a5660c-a085-585d-9fdb-29fd1d4dc925,d5e7f79e-0135-5dea-8aaa-b317219fef2f,06ffc9fe-e245-585a-bdd4-1f84b63111f0,b9e6f67e-29a9-5746-aaf0-968723c3bb76,Praça da Moça,2020-10-18,Despesa,unico,37.49,,,Pago,
f3cf9b3a-f850-5d3b-b42d-b3d96b35f53d,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b2f9cd0f-cd89-5974-884f-10497e05861c,6f173e4b-5f49-5601-bd75-e7e30a563c96,Pizza,2020-10-15,Despesa,unico,40.00,,,Pago,
fdef1201-81ac-5724-84c3-2f7fa2f8e474,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b2f9cd0f-cd89-5974-884f-10497e05861c,6f173e4b-5f49-5601-bd75-e7e30a563c96,Rappi,2020-10-08,Despesa,unico,33.00,,,Pago,
e63a8374-9711-556e-9759-9e837a46122e,d5e7f79e-0135-5dea-8aaa-b317219fef2f,2f93b210-3ea6-530f-be81-74390ff813e6,6f173e4b-5f49-5601-bd75-e7e30a563c96,Spotify,2020-10-08,Despesa,unico,21.90,,,Pago,
2e25a439-27ca-554a-9423-d788960d2a60,d5e7f79e-0135-5dea-8aaa-b317219fef2f,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Renner 1/3,2020-10-18,Despesa,parcelado,106.64,1,3,Pago,
ac6a1d13-3678-59b5-8d5d-9c9d6bd62d63,c078550d-1087-528b-b1ba-442748e3b26e,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Renner 2/3,2020-11-18,Despesa,parcelado,106.63,2,3,Pago,
90d947b2-ac94-5405-955d-d8c3452662b1,df995c31-eca8-5c91-80a1-8b15a15b7b05,6a41ef81-6f1a-5ca4-9487-40bec029bf6c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Renner 3/3,2020-12-18,Despesa,parcelado,106.67,3,3,Pago,
2f640130-4aa3-51a8-b216-0d1012dbde06,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b2f9cd0f-cd89-5974-884f-10497e05861c,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Pecorino,2020-10-15,Despesa,unico,347.58,,,Pago,
2a9acbe4-09ed-5db1-8620-c6e503671d64,c078550d-1087-528b-b1ba-442748e3b26e,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Veloe,2020-11-06,Despesa,unico,100.00,,,Pago,
742b27ef-fcb6-52d1-8be7-0bfc15f701b0,c078550d-1087-528b-b1ba-442748e3b26e,ce8c8e21-65a1-5aa7-8fb0-4f20ae98f760,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Babi,2020-11-07,Despesa,unico,703.46,,,Pago,
90019872-975e-5fd3-ad39-a78eaf1c67ca,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Multicoisas,2020-10-20,Despesa,unico,62.78,,,Pago,
46df2f13-f3fd-525f-8bfd-8ed817456145,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b2f9cd0f-cd89-5974-884f-10497e05861c,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Outback,2020-10-21,Despesa,unico,47.41,,,Pago,
8133f6c9-216b-5b3d-b460-5973a92dcd12,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,f4ed4d2b-57ff-5532-8056-f4b9c09137cf,Multicoisas,2020-10-21,Despesa,unico,40.80,,,Pago,
bbe4c197-b260-5d7d-95a3-d8eaa3f20485,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Interruptor Inteligente 1/6,2020-10-23,Despesa,parcelado,22.05,1,6,Pago,
f7607754-173e-5f67-acf1-d8c6db79d5e4,c078550d-1087-528b-b1ba-442748e3b26e,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Interruptor Inteligente 2/6,2020-11-23,Despesa,parcelado,22.02,2,6,Pago,
cd88e4db-8887-59ff-bf40-716014360659,df995c31-eca8-5c91-80a1-8b15a15b7b05,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Interruptor Inteligente 3/6,2020-12-23,Despesa,parcelado,22.02,3,6,Pago,
ac7e4d4b-39c1-58dc-9f13-2defa26d3c98,d1e4536b-ab1f-534e-9b71-668f8f66f311,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Interruptor Inteligente 4/6,2021-01-23,Despesa,parcelado,22.02,4,6,Pago,
87649913-732d-521c-baec-9ff1f830dcbf,f100758b-d730-5915-adaa-10cafd4f745a,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Interruptor Inteligente 5/6,2021-02-23,Despesa,parcelado,22.02,5,6,Pago,
e77a03e6-81c8-5799-b725-4c150ef1fefb,6ede0af4-aa6c-53d2-964f-3960137d8277,9cf94f02-4b68-5fdb-aa70-f63630cd3bfc,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Interruptor Inteligente 6/6,2021-03-23,Despesa,parcelado,22.02,6,6,Pago,
ee177547-f8d9-5e1c-a63e-f5f5aab501d2,d5e7f79e-0135-5dea-8aaa-b317219fef2f,2f93b210-3ea6-530f-be81-74390ff813e6,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Babi,2020-10-23,Receita,unico,1100.00,,,Recebido,
2303eb3c-a22b-5d11-a2a5-f20505da49fd,d5e7f79e-0135-5dea-8aaa-b317219fef2f,7a0612eb-0544-5e1c-bb52-5c5678b2b6b3,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Feira,2020-10-31,Despesa,unico,100.00,,,Pago,
a0b5e72c-58be-5aa7-a362-b6ae023a53cf,d5e7f79e-0135-5dea-8aaa-b317219fef2f,9084ea7e-5ab5-5ea4-b8dc-5b5d7a666e3d,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Pneu,2020-10-23,Despesa,unico,20.00,,,Pago,
062562be-8a53-5f5b-ac94-350ae697cd02,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b6352ae1-79ac-5ec3-8f1c-38392e1002ad,ab0a4e7d-332c-5b6c-8661-b3c803d77347,Outros,2020-10-23,Despesa,unico,107.00,,,Pago,
ef82b806-0f72-5ad2-8445-8ec62fab8cb4,d5e7f79e-0135-5dea-8aaa-b317219fef2f,23f6854c-b99d-5a48-b870-bcd64073330b,d6ea72ea-be3e-5d90-9703-d1671e512bf7,Gasolina,2020-10-21,Despesa,unico,178.58,,,Pago,
b9d38077-e53e-5e20-b8e1-79f3d20dd4b9,d5e7f79e-0135-5dea-8aaa-b317219fef2f,e44e6c35-dc8f-5410-ad7b-bafc54670f02,d6ea72ea-be3e-5d90-9703-d1671e512bf7,H2 Club,2020-10-24,Despesa,unico,150.00,,,Pago,
6856bc35-175e-504e-bcb0-5304afda0b85,d5e7f79e-0135-5dea-8aaa-b317219fef2f,b6352ae1-79ac-5ec3-8f1c-38392e1002ad,6f173e4b-5f49-5601-bd75-e7e30a563c96,"Reembolso UOL - Falta 43,9",2020-10-23,Receita,unico,19.90,,,Recebido,
